RFQ,Ord DT,Customer,X,Y,Sq.in,#Hls,LY,Line,Aring,Min Aring,Thick,Thick Mil,Mhole,Smallest_Hole_Calc,AR,AR Cal,Cu wt,CuW,CI,CI Final,EI#,Rel,Rel Dt,Shp Dt,Due Dt,Pnl X,Pnl Y,Qty Pnl,# Pnls,LY,Matl,UP,Pcs_Array,RMA_NO,CAType,RMA_Amt
148164,9/12/19,PROTO-TEK ENGINEERING,2.8,1.25,3.5,44,2,8,0,6,0.062,62,28,28,2.214285714,2.214285714,2/2,2,1.486943164,0.014869432,82429,-1,9/12/19,9/17/19,9/20/19,18,24,10,12,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147495,8/8/19,MICRON CORP,9,6,54,1132,4,5,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,816.5186778,8.165186778,82428,-1,9/12/19,9/18/19,9/18/19,16,18,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147843,8/26/19,MICRON CORP,2.1,3.4,7.14,173,4,8,0,6,0.062,62,23.6,236,2.627118644,2.627118644,1/1,1,90.14487515,0.901448752,82427,-1,9/12/19,9/24/19,9/25/19,18,24,2,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
148155,9/11/19,THE LIGHT SOURCE,3.065,2.125,6.513125,102,2,7,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,4.907495809,0.049074958,82426,-1,9/11/19,9/13/19,9/13/19,16,24,5,7,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148147,9/11/19,PROTO-TEK ENGINEERING,9.7,8.5,82.45,240,2,8,0,6,0.062,62,31,31,2,2,2/2,2,1.877971009,0.01877971,82425,-1,9/11/19,9/17/19,9/17/19,18,24,2,12,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
148136,9/11/19,BUNN-O-MATIC CORPORATION,1.85,3.45,6.3825,167,2,8,0,6,0.062,62,20,20,3.1,3.1,2/2,2,11.74624835,0.117462484,82423,-1,9/11/19,9/16/19,9/17/19,9,12,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
148139,9/11/19,SYNTHEON,1.25,2,2.5,45,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,2.177419355,0.021774194,82422,-1,9/11/19,9/11/19,9/11/19,9,12,0,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148117,9/10/19,BLACK & DECKER,2.5693,1.7425,4.47700525,20,2,8,0,6,0.062,62,118.11,11811,0.524934383,0.524934383,1/1,1,0.240175912,0.002401759,82421,-1,9/11/19,9/16/19,9/17/19,16,18,0,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148117,9/10/19,BLACK & DECKER,2.5693,1.7425,4.47700525,20,2,8,0,6,0.062,62,118.11,11811,0.524934383,0.524934383,1/1,1,0.240175912,0.002401759,82421,-2,12/4/19,12/9/19,12/10/19,16,18,0,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148027,9/4/19,"EDC, INC",6.86,4.125,28.2975,303,2,8,0,6,0.062,62,22.99,2299,2.696824706,2.696824706,1/1,1,8.721561519,0.087215615,82419,-1,9/11/19,9/30/19,9/30/19,18,24,15,17,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148126,9/10/19,BNS SOLUTIONS DAgostino Ind.Group Inc.,2.409,3.1,7.4679,148,2,8,0,6,0.062,62,17,17,3.647058824,3.647058824,1/1,1,7.884642327,0.078846423,82418,-1,9/10/19,9/11/19,9/11/19,12,18,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148126,9/10/19,BNS SOLUTIONS DAgostino Ind.Group Inc.,2.409,3.1,7.4679,148,2,8,0,6,0.062,62,17,17,3.647058824,3.647058824,1/1,1,7.884642327,0.078846423,82418,-01STCL,9/10/19,9/11/19,9/11/19,0,0,1,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148057,9/6/19,AB ELECTRONICS,4.575,2.48,11.346,90,2,8,0,6,0.062,62,25,25,6.2,6.2,1/1,1,0.767642995,0.00767643,82417,-1,9/10/19,9/12/19,9/12/19,18,24,2,3,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
148120-A,11/15/19,ALLIANCE TECHNICAL SOLUTIONS,8.416,6.212,52.280192,537,6,8,7.48,7.48,0.062,62,15,15,4.1,4.1,2/2,2,323.7415547,3.237415547,82416,-1,9/10/19,9/13/19,9/13/19,16,18,1,2,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
148120-A,11/15/19,ALLIANCE TECHNICAL SOLUTIONS,8.416,6.212,52.280192,537,6,8,7.48,7.48,0.062,62,15,15,4.1,4.1,2/2,2,323.7415547,3.237415547,82416,-01STCL,9/10/19,9/13/19,9/13/19,0,0,1,1,6,FR-TG150            ,00:00.0,NULL,NULL,NULL,NULL
148120-A,11/15/19,ALLIANCE TECHNICAL SOLUTIONS,8.416,6.212,52.280192,537,6,8,7.48,7.48,0.062,62,15,15,4.1,4.1,2/2,2,323.7415547,3.237415547,82416,-2,11/20/19,12/4/19,12/4/19,18,24,5,8,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147946,8/29/19,GRT ELECTRONICS,6,5.8,34.8,408,4,8,0,6,0.062,62,16,16,3.875,3.875,2/2,2,102.8698554,1.028698554,82415,-1,9/10/19,9/16/19,9/17/19,16,18,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
148111,9/10/19,ABB Inc. U.S.,5.656,8.4646,47.8757776,139,2,8,0,6,0.062,62,16,16,3.875,3.875,1/1,1,1.084852814,0.010848528,82414,-1,9/10/19,9/18/19,9/18/19,18,24,3,7,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
148111,9/10/19,ABB Inc. U.S.,5.656,8.4646,47.8757776,139,2,8,0,6,0.062,62,16,16,3.875,3.875,1/1,1,1.084852814,0.010848528,82414,-01STCL,9/10/19,9/18/19,9/18/19,0,0,1,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148017,9/4/19,HUNTER ENGINEERING CO,2.88,3.73,10.7424,523,6,8,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,1848.089002,18.48089002,82410,-1,9/10/19,9/19/19,9/20/19,18,24,25,28,6,FR-TG175            ,00:00.0,NULL,19-074         ,RMA                 ,0
148049,9/5/19,LARITECH INC,2.5591,0.9843,2.51892213,38,2,7,0,6,0.062,62,20,20,3.1,3.1,1/1,1,1.761170727,0.017611707,82407,-1,9/10/19,9/16/19,9/16/19,16,18,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
148074-A,11/15/19,ALLIANCE TECHNICAL SOLUTIONS,8.416,6.212,52.280192,409,6,0,7.45,7.45,0.062,62,0,0,4.1,4.1,2/2,2,NULL,NULL,82406,-01STCL,9/10/19,9/12/19,9/12/19,0,0,1,1,6,FR-TG150            ,00:00.0,NULL,NULL,NULL,NULL
148074-A,11/15/19,ALLIANCE TECHNICAL SOLUTIONS,8.416,6.212,52.280192,409,6,0,7.45,7.45,0.062,62,0,0,4.1,4.1,2/2,2,NULL,NULL,82406,-2,11/20/19,12/4/19,12/4/19,18,24,5,8,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
148063,9/6/19,BLACK & DECKER,0.3976,2.0276,0.80617376,6,2,8,0,6,0.062,62,19.68,1968,3.150406504,3.150406504,1/1,1,0.120041359,0.001200414,82403,-1,9/6/19,9/12/19,9/12/19,16,18,1,2,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
148063,9/6/19,BLACK & DECKER,0.3976,2.0276,0.80617376,6,2,8,0,6,0.062,62,19.68,1968,3.150406504,3.150406504,1/1,1,0.120041359,0.001200414,82403,-2,10/31/19,11/7/19,11/8/19,18,24,2,4,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
148059,9/6/19,ELECTROLUX,3.6535,6.6535,24.30856225,434,2,5.9,0,6,0.062,62,107.87,10787,0.574765922,0.574765922,2/2,2,28.24328585,0.282432859,82402,-1,9/6/19,9/12/19,9/12/19,9,12,1,3,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147874,8/27/19,IXYS INTEGRATED CIRCUITS DIVISION/L-FUSE,7.75,8,62,496,4,9.94,6.38,6.38,0.062,62,32,32,1.9,1.9,1/1,1,65.86292213,0.658629221,82400,-1,9/6/19,9/12/19,9/12/19,16,18,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147905,8/28/19,"COMPUTROL, INC",0.6693,0.35,0.234255,4,1,8,0,6,0.062,62,125.98,12598,0.49214161,0.49214161,H/H,1,0.022950819,0.000229508,82399,-1,9/6/19,9/20/19,9/23/19,9,12,0,2,1,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
148024,9/4/19,LITTELFUSE INC.,0.7874,0.7421,0.58432954,24,2,8,0,6,0.062,62,15.748,15748,3.937007874,3.937007874,2/2,2,2.649852507,0.026498525,82398,-1,9/6/19,9/12/19,9/11/19,16,24,12,15,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
147886,8/28/19,FLEXTRON CIRCUIT ASSEMBLY,4.72,3.91,18.4552,303,4,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,106.9826985,1.069826985,82397,-1,9/6/19,9/13/19,9/17/19,16,18,3,4,4,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
147723,8/20/19,"COMPUTROL, INC",4.744,7.873,37.349512,1585,8,4,0,6,0.062,62,8,8,7.75,7.75,1/1,1,23144.1178,231.441178,82396,-1,9/5/19,10/17/19,10/16/19,18,24,13,15,8,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
148042,9/5/19,BLACK & DECKER,2.6772,2.3465,6.2820498,551,4,8,0,6,0.062,62,7.87,787,7.878017789,7.878017789,2/2,2,1039.319008,10.39319008,82395,-1,9/5/19,9/11/19,9/11/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147674,8/16/19,"COMPUTROL, INC",4.936,3.173,15.661928,1048,8,4,0,6,0.062,62,8,8,7.75,7.75,1/1,1,24129.28049,241.2928049,82394,-1,9/5/19,10/10/19,10/11/19,18,24,5,6,8,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
148019,9/4/19,Somfy Systems,1.9685,2.7559,5.42498915,183,2,8,0,6,0.062,62,15.75,1575,3.936507937,3.936507937,2/2,2,16.59435458,0.165943546,82393,-1,9/5/19,9/10/19,9/11/19,9,12,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
137546-A,9/5/19,ICTC  INTERCONNECT CABLE,1.2804,10.2793,13.16161572,152,4,8,0,6,0.093,93,10,10,4.65,4.65,4/4,4,50.33426753,0.503342675,82392,-1,9/5/19,9/13/19,9/13/19,18,24,7,9,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
137546-A,9/5/19,ICTC  INTERCONNECT CABLE,1.2804,10.2793,13.16161572,152,4,8,0,6,0.093,93,10,10,4.65,4.65,4/4,4,50.33426753,0.503342675,82392,-2,1/7/20,1/21/20,1/22/20,18,24,4,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147959,8/29/19,CCK AUTOMATIONS INC,1.85,3.45,6.3825,163,2,8,7.45,7.45,0.062,62,20,20,3.1,3.1,2/2,2,9.01231625,0.090123162,82391,-1,9/4/19,9/12/19,9/11/19,18,24,2,4,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148026,9/4/19,EMBER INDUSTRIES,3,7,21,236,4,8,0,6,0.062,62,12.99,1299,4.772902232,4.772902232,1/1,1,57.03635433,0.570363543,82390,-1,9/4/19,9/11/19,9/11/19,18,24,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147867,8/27/19,"ULTRAX AEROSPACE, INC",0.635,1.1,0.6985,34,4,8,0,6,0.062,62,15,15,4.13,4.13,1/1,1,35.61958453,0.356195845,82387,-1,9/4/19,9/10/19,9/10/19,18,24,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147999,9/3/19,KENALL MANUFACTURING,0.6,17,10.2,1,2,8,0,6,0.036,36,10,10,3.6,3.6,2/2,2,0.000453885,4.54E-06,82386,-1,9/4/19,9/9/19,9/9/19,18,24,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147994,9/3/19,KENALL MANUFACTURING,0.6,21.5,12.9,4,2,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,0.003334167,3.33E-05,82385,-1,9/4/19,9/9/19,9/9/19,18,24,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147982,8/30/19,ANTUNES,1.5,2.87,4.305,100,2,8,6.95,6.95,0.062,62,15,15,4.1,4.1,2/2,2,5.434591733,0.054345917,82384,-1,9/4/19,9/9/19,9/9/19,16,18,1,3,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147981,8/30/19,ANTUNES,2,2,4,81,2,8,8,8,0.062,62,15,15,4.1,4.1,2/2,2,3.333841463,0.033338415,82383,-1,9/4/19,9/9/19,9/9/19,16,18,1,3,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
148006,9/3/19,EMBER INDUSTRIES,1.1221,0.8661,0.97185081,15,2,8,0,6,0.062,62,37,37,1.675675676,1.675675676,1/1,1,0.622357571,0.006223576,82382,-1,9/4/19,9/10/19,9/10/19,9,12,1,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148016,9/4/19,TRANSPOWER NY,4,7.25,29,355,6,8,0,6,0.093,93,18,18,5.166666667,5.166666667,2/2,2,210.2753059,2.102753059,82381,-1,9/4/19,9/6/19,9/6/19,18,24,2,3,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
148016,9/4/19,TRANSPOWER NY,4,7.25,29,355,6,8,0,6,0.093,93,18,18,5.166666667,5.166666667,2/2,2,210.2753059,2.102753059,82381,-01STCL,9/4/19,9/6/19,9/6/19,0,0,1,1,6,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
148005,9/3/19,BONITRON INC,6,9,54,223,2,8,0,6,0.062,62,20,20,3.1,3.1,1/1,1,2.475557547,0.024755575,82380,-1,9/4/19,9/10/19,9/10/19,18,24,2,3,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
148005,9/3/19,BONITRON INC,6,9,54,223,2,8,0,6,0.062,62,20,20,3.1,3.1,1/1,1,2.475557547,0.024755575,82380,-01STCL,9/4/19,9/10/19,9/10/19,0,0,1,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148002,9/3/19,ABB Inc. U.S.,5.656,8.4646,47.8757776,139,2,8,0,6,0.062,62,16,16,3.875,3.875,2/2,2,1.084852814,0.010848528,82379,-1,9/4/19,9/11/19,9/10/19,18,24,2,2,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147983,8/30/19,"POLAR POWER, INC",3.55,6.6875,23.740625,294,4,16,7.99,7.99,0.062,62,8,8,7.8,7.8,2/2,2,29.20997162,0.292099716,82377,-1,9/3/19,9/11/19,9/13/19,18,24,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147150,7/22/19,ALICIT SERVICES LLC,2,4.48,8.96,126,4,8,0,6,0.062,62,16,16,3.9,3.9,1/1,1,37.86057692,0.378605769,82376,-1,9/3/19,9/9/19,9/9/19,16,18,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147993,9/3/19,ABB Inc. U.S.,16.7323,12,200.7876,726,4,10,0,6,0.093,93,20,20,9.3,9.3,4/4,4,15.05400764,0.150540076,82374,-1,9/3/19,9/9/19,9/9/19,18,24,3,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147742,8/21/19,ALPHA ASSEMBLY SOLUTIONS INC,2.5,2.5,6.25,1,1,8,0,6,0.062,62,10,10,6.2,6.2,1/0,1,5.38E-05,5.38E-07,82372,-1,9/3/19,9/9/19,9/9/19,18,24,4,5,1,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
148003,9/3/19,BLACK & DECKER,1.8898,0.9055,1.7112139,334,4,5.9,0,6,0.062,62,7.87,787,7.878017789,7.878017789,2/2,2,1900.962969,19.00962969,82371,-1,9/3/19,9/10/19,9/10/19,16,18,1,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147997,9/3/19,CONCEPT TECHNOLOGY,1,0.3,0.3,6,2,8,0,6,0.062,62,13,13,4.769230769,4.769230769,2/2,2,0.322580645,0.003225806,82370,-1,9/3/19,9/9/19,9/11/19,16,18,0,2,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147988,8/30/19,"HELM INSTRUMENT CO., INC",4.4092,4.5276,19.96309392,601,6,5.14,5,5,0.062,62,20,20,3.1,3.1,1/1,1,2452.731634,24.52731634,82369,-1,9/3/19,9/6/19,9/6/19,18,24,0,1,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147987,8/30/19,"HELM INSTRUMENT CO., INC",4.4092,4.5276,19.96309392,370,6,7.7,5,5,0.062,62,20,20,3.1,3.1,1/1,1,620.5502148,6.205502148,82368,-1,9/3/19,9/6/19,9/6/19,18,24,0,1,6,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
147718,8/20/19,OAK RIDGE NATIONAL LABORATORY,2.4409,4.252,10.3787068,146,4,8,0,6,0.062,62,19.7,197,3.1,3.1,1/1,1,44.84079306,0.448407931,82367,-1,9/3/19,9/5/19,9/5/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147842,8/26/19,MICRON CORP,4.4213,1.6583,7.33184179,133,4,8,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,51.88445319,0.518844532,82366,-1,9/3/19,9/13/19,9/13/19,18,24,1,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147965,8/30/19,JEFFERSON LAB,1.42,2.18,3.0956,2,2,8,0,6,0.062,62,28,28,2.214285714,2.214285714,1/1,1,0.003473539,3.47E-05,82365,-1,9/3/19,9/9/19,9/11/19,16,18,1,2,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147940,8/29/19,AVCOM SMT INC.,1.6,7.465,11.944,76,2,8,0,6,0.093,93,60,60,1.55,1.55,2/2,2,0.866648902,0.008666489,82364,-1,8/30/19,9/9/19,9/9/19,18,24,4,6,2,370HR               ,00:00.0,NULL,NULL,NULL,NULL
147964,8/30/19,BONITRON INC,0.8,2,1.6,19,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,0.606518817,0.006065188,82363,-1,8/30/19,9/9/19,9/11/19,16,18,1,2,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147964,8/30/19,BONITRON INC,0.8,2,1.6,19,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,0.606518817,0.006065188,82363,-01STCL,8/30/19,9/9/19,9/11/19,0,0,1,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147852,8/26/19,LARITECH INC,1.282,2.24,2.87168,61,4,8,4.94,4.94,0.062,62,10,10,6.2,6.2,1/1,1,33.84503559,0.338450356,82362,-1,8/30/19,9/4/19,9/4/19,16,18,0,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147942,8/29/19,KENALL MANUFACTURING,0.19,21.98,4.1762,1,1,8,0,6,0.062,62,50,50,1.24,1.24,2/0,2,8.05E-05,8.05E-07,82361,-1,8/30/19,9/19/19,9/19/19,18,24,1,2,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147948,8/29/19,Idex Health & Science  FLI,2.525,3.2,8.08,211,2,8,0,6,0.062,62,20,20,3.1,3.1,1/1,1,14.8118945,0.148118945,82359,-1,8/30/19,9/6/19,9/6/19,18,24,1,3,2,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
147866,8/27/19,"ULTRAX AEROSPACE, INC",1.2897,2.125,2.7406125,137,4,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,147.2789052,1.472789052,82357,-1,8/29/19,9/6/19,9/6/19,18,24,5,7,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147864,8/27/19,"ULTRAX AEROSPACE, INC",1.2874,2.125,2.735725,102,4,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,81.78524358,0.817852436,82356,-1,8/29/19,9/6/19,9/6/19,18,24,5,7,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147943,8/29/19,ANTUNES,9.301,5.6,52.0856,1025,4,6,0,6,0.062,62,15,15,4.133333333,4.133333333,2/2,2,578.3834309,5.783834309,82355,-1,8/29/19,9/4/19,9/4/19,18,24,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147911,8/28/19,ELECTROLUX,2.5197,4.939,12.4447983,318,2,8,0,6,0.062,62,11.81,1181,5.249788315,5.249788315,1/1,1,21.84356091,0.218435609,82354,-1,8/29/19,9/5/19,9/5/19,12,18,0,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147909,8/28/19,ELECTROLUX,2.5197,4.5472,11.45757984,265,2,8,0,6,0.062,62,11.81,1181,5.249788315,5.249788315,1/1,1,16.47615678,0.164761568,82353,-1,8/29/19,9/6/19,9/6/19,18,24,5,7,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147768,8/22/19,SPARTON ELECTRONICS,1.15,0.75,0.8625,20,2,8,0,6,0.062,62,22,22,2.818181818,2.818181818,1/1,1,1.246688484,0.012466885,82352,-1,8/29/19,9/10/19,9/10/19,16,18,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147889,8/28/19,"VALCOM, INC.",2.05,0.9,1.845,32,2,5,0,6,0.062,62,46,46,1.347826087,1.347826087,1/1,1,2.387155054,0.023871551,82350,-1,8/29/19,9/9/19,9/9/19,12,18,2,3,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147896,8/28/19,BLACK & DECKER,1.0236,0.9055,0.9268698,29,4,8,0,6,0.093,93,7.87,787,11.81702668,11.81702668,1/1,1,13.00867465,0.130086746,82349,-1,8/29/19,9/5/19,9/5/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147848,8/26/19,"SEESCAN, INC",1.4331,2.0628,2.95619868,11,2,15,2.68,2.68,0.04,40,35,35,1.142857143,1.142857143,1/1,1,0.203636533,0.002036365,82347,-1,8/28/19,9/3/19,9/3/19,18,24,1,3,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147835,8/26/19,"SEESCAN, INC",1.4331,2.0628,2.95619868,16,2,8,0,6,0.039,39,20,20,1.95,1.95,1/1,1,0.370075632,0.003700756,82346,-1,8/28/19,9/3/19,9/3/19,18,24,1,3,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147835,8/26/19,"SEESCAN, INC",1.4331,2.0628,2.95619868,16,2,8,0,6,0.039,39,20,20,1.95,1.95,1/1,1,0.370075632,0.003700756,82346,-2,9/4/19,NULL,12/31/85,1,1,40,40,1,NULL,1,NULL,NULL,NULL,NULL
147784,8/22/19,JEFFERSON LAB,3.65,3.25,11.8625,40,2,8,0,6,0.062,62,30,30,6.2,6.2,2/2,2,0.120859158,0.001208592,82344,-1,8/28/19,9/9/19,9/9/19,16,18,1,2,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147878,8/27/19,BONITRON INC,6.5,4.5,29.25,210,2,30,10,16,0.062,62,10,10,6.2,6.2,1/1,1,0.405293631,0.004052936,82342,-1,8/28/19,9/4/19,9/4/19,16,21,2,10,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147878,8/27/19,BONITRON INC,6.5,4.5,29.25,210,2,30,10,16,0.062,62,10,10,6.2,6.2,1/1,1,0.405293631,0.004052936,82342,-01STCL,8/28/19,9/4/19,9/4/19,0,0,1,1,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147806-A,8/27/19,ELECTROLUX,2.0197,9.7638,19.71994686,72,4,0,0,6,0.02,20,0,0,5.249788315,5.249788315,1/1,1,NULL,NULL,82341,-1,8/28/19,9/4/19,9/4/19,16,18,0,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147872,8/27/19,FLEXTRON CIRCUIT ASSEMBLY,0.885,1.22,1.0797,13,2,15,7.5,7.5,0.062,62,20,20,3.1,3.1,2/2,2,0.179526837,0.001795268,82340,-1,8/27/19,9/4/19,9/4/19,16,18,2,3,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147790,8/22/19,KENALL MANUFACTURING,3.95,21.8,86.11,110,2,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,0.377736404,0.003777364,82339,-1,8/27/19,9/3/19,9/3/19,18,24,2,3,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147289,7/29/19,MICRON CORP,5.0669,8.4,42.56196,559,2,8,0,6,0.062,62,24,24,2.58,2.58,1/1,1,19.76149508,0.197614951,82337,-1,8/27/19,9/9/19,9/10/19,18,24,5,7,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147851,8/26/19,KICHLER LIGHTING,1.75,3.5,6.125,42,2,10,7,7,0.062,62,10,10,6.2,6.2,2/2,2,0.530875576,0.005308756,82335,-1,8/27/19,9/3/19,9/3/19,18,24,4,6,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147851,8/26/19,KICHLER LIGHTING,1.75,3.5,6.125,42,2,10,7,7,0.062,62,10,10,6.2,6.2,2/2,2,0.530875576,0.005308756,82335,-01STCL,8/27/19,9/3/19,9/3/19,0,0,1,1,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147802,8/23/19,ELECTROLUX,2.0197,9.7638,19.71994686,469,4,8,0,6,0.062,62,11.81,1181,5.249788315,5.249788315,1/1,1,239.8761072,2.398761072,82334,-1,8/27/19,8/29/19,8/29/19,16,18,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147803,8/23/19,ELECTROLUX,2.0197,9.7638,19.71994686,461,4,6,0,6,0.062,62,11.81,1181,5.249788315,5.249788315,1/1,1,309.01666,3.0901666,82333,-1,8/27/19,8/29/19,8/29/19,16,18,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147806,8/23/19,ELECTROLUX,2.0197,9.7638,19.71994686,72,4,6,0,6,0.062,62,11.81,1181,5.249788315,5.249788315,1/1,1,7.537807396,0.075378074,82332,-1,8/27/19,8/29/19,8/29/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147801,8/23/19,"TECHNOTRONIX, LLC",2.925,4.4,12.87,254,3,12,0,6,0.062,62,23.6,236,2.627118644,2.627118644,3/3,3,30.31994887,0.303199489,82331,-1,8/26/19,9/6/19,9/6/19,18,24,3,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147816,8/23/19,BLACK & DECKER,11.811,11.811,139.499721,8589,2,8,0,6,0.062,62,12,12,5.166666667,5.166666667,2/2,2,1421.572215,14.21572215,82330,-1,8/26/19,8/30/19,8/30/19,16,18,5,7,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147782,8/22/19,HUNTER ENGINEERING CO,3,1.6,4.8,297,4,8,0,6,0.039,39,12,12,3.25,3.25,1/1,1,628.2692308,6.282692308,82329,-1,8/26/19,8/30/19,8/30/19,18,24,4,6,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
