RFQ,Ord DT,Customer,X,Y,Sq.in,#Hls,LY,Line,Aring,Min Aring,Thick,Thick Mil,Mhole,Smallest_Hole_Calc,AR,AR Cal,Cu wt,CuW,CI,CI Final,EI#,Rel,Rel Dt,Shp Dt,Due Dt,Pnl X,Pnl Y,Qty Pnl,# Pnls,LY,Matl,UP,Pcs_Array,RMA_NO,CAType,RMA_Amt
143331,1/9/19,SETRA SYSTEMS,0.9009,0.9021,0.81270189,45,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80959,-1,1/10/19,1/16/19,1/17/19,9,12,2,3,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143355,1/9/19,LARITECH INC,0.32,0.75,0.24,35,2,5,4,4,0.031,31,10,10,7.8,7.8,1/1,1,26.17521368,0.261752137,80958,-1,1/10/19,1/15/19,1/15/19,9,12,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143370,1/10/19,UNIVERSITY OF OKLAHOMA,2.5,3.75,9.375,192,4,NULL,0,6,0.062,62,NULL,NULL,0,NULL,2/2,2,NULL,NULL,80957,-1,1/10/19,1/17/19,1/18/19,18,24,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143294,1/7/19,BLACK & DECKER,4.2252,1.1358,4.79898216,375,4,NULL,0,6,0.062,62,NULL,NULL,0,NULL,2/2,2,NULL,NULL,80954,-1,1/10/19,1/16/19,1/16/19,16,18,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143272,1/4/19,CYTEC CORP,3.3,6.7,22.11,372,4,7,0,6,0.062,62,12,12,0,5.166666667,1/1,1,153.8282613,1.538282613,80953,-1,1/10/19,1/22/19,1/23/19,18,24,4,5,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143162-A,12/4/19,CCK AUTOMATIONS INC,4.25,10,42.5,263,2,10,6.5,6.5,0.062,62,12,12,5.2,5.2,2/2,2,3.210070774,0.032100708,80948,-1,12/4/19,12/6/19,12/9/19,18,24,2,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143308,1/8/19,LARITECH INC,0.32,0.75,0.24,32,2,NULL,0,6,0.031,31,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80947,-1,1/9/19,1/11/19,1/11/19,9,12,1,3,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143308,1/8/19,LARITECH INC,0.32,0.75,0.24,32,2,NULL,0,6,0.031,31,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80947,-2,1/11/19,1/14/19,1/15/19,9,12,1,0,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143310,1/8/19,LARITECH INC,0.85,0.425,0.36125,13,2,6,0,6,0.031,31,12,12,0,2.583333333,1/1,1,3.353548883,0.033535489,80946,-1,1/9/19,1/11/19,1/11/19,9,12,1,3,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143288,1/7/19,GENERAL STANDARDS CORP,6.2,6.1,37.82,764,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80942,-1,1/8/19,1/9/19,1/9/19,16,18,0,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143314,1/8/19,OSRAM Sylvania,5,4,20,192,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80941,-1,1/8/19,1/9/19,1/9/19,12,18,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143292,1/7/19,IDEX Health & Science  FLI,4.455,3.085,13.743675,685,8,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80940,-1,1/8/19,1/14/19,1/15/19,16,18,0,1,8,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143269,1/4/19,CYTEC CORP,4.25,7,29.75,582,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80939,-1,1/8/19,1/28/19,1/31/19,18,24,5,8,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
143268,1/4/19,BILL CODINGTON SPECIAL EFFECTS,4.75,2.25,10.6875,235,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,2/2,2,NULL,NULL,80936,-1,1/7/19,1/10/19,1/14/19,18,24,2,5,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
143267,1/4/19,TREK,1.625,0.66,1.0725,8,1,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/0,1,NULL,NULL,80931,-1,1/7/19,1/25/19,1/25/19,6,9,0,1,2,Rogers 5880         ,00:00.0,NULL,NULL,NULL,NULL
143231,1/3/19,HUNTER ENGINEERING CO,0.425,0.375,0.159375,9,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80930,-1,1/7/19,1/15/19,1/16/19,12,18,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143231,1/3/19,HUNTER ENGINEERING CO,0.425,0.375,0.159375,9,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80930,-2,7/26/19,8/7/19,8/13/19,12,18,0,0,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143231,1/3/19,HUNTER ENGINEERING CO,0.425,0.375,0.159375,9,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80930,-3,1/3/20,1/14/20,1/15/20,12,18,0,1,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143248,1/3/19,LITTELFUSE/SYMCOM,4.6029,6.5714,30.24749706,758,6,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80929,-1,1/7/19,1/11/19,1/11/19,16,18,1,2,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143281,1/4/19,"COMPUTROL, INC",4.567,6.2205,28.4090235,1393,4,6,0,6,0.062,62,8,8,7.75,7.75,2/2,2,1958.536684,19.58536684,80927,-2,9/4/19,9/27/19,9/26/19,18,24,13,15,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143281,1/4/19,"COMPUTROL, INC",4.567,6.2205,28.4090235,1393,4,6,0,6,0.062,62,8,8,7.75,7.75,2/2,2,1958.536684,19.58536684,80927,-3,10/8/19,11/13/19,11/13/19,18,24,26,29,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143255,1/3/19,ANTUNES,2.9498,5.188,15.3035624,56,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,2/2,2,NULL,NULL,80925,-1,1/4/19,1/10/19,1/10/19,16,24,8,10,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143255,1/3/19,ANTUNES,2.9498,5.188,15.3035624,56,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,2/2,2,NULL,NULL,80925,-2,2/25/19,3/6/19,3/6/19,16,24,8,10,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143255,1/3/19,ANTUNES,2.9498,5.188,15.3035624,56,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,2/2,2,NULL,NULL,80925,-3,7/24/19,7/30/19,7/31/19,16,24,37,42,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143255,1/3/19,ANTUNES,2.9498,5.188,15.3035624,56,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,2/2,2,NULL,NULL,80925,-4,7/24/19,8/19/19,8/20/19,16,24,26,29,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143187,1/2/19,ANTUNES,7,5.18,36.26,519,2,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,15.97548174,0.159754817,80922,-1,1/4/19,1/11/19,1/10/19,18,24,27,32,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143187,1/2/19,ANTUNES,7,5.18,36.26,519,2,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,15.97548174,0.159754817,80922,-2,1/14/19,1/25/19,1/25/19,18,24,30,34,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143187,1/2/19,ANTUNES,7,5.18,36.26,519,2,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,15.97548174,0.159754817,80922,-3,1/14/19,2/6/19,2/6/19,18,24,30,33,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143187,1/2/19,ANTUNES,7,5.18,36.26,519,2,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,15.97548174,0.159754817,80922,-4,1/14/19,2/28/19,2/28/19,18,24,30,33,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143187,1/2/19,ANTUNES,7,5.18,36.26,519,2,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,15.97548174,0.159754817,80922,-5,3/14/19,3/20/19,3/20/19,18,24,37,40,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143187,1/2/19,ANTUNES,7,5.18,36.26,519,2,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,15.97548174,0.159754817,80922,-6,11/11/19,11/14/19,11/14/19,18,24,50,54,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143187,1/2/19,ANTUNES,7,5.18,36.26,519,2,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,15.97548174,0.159754817,80922,-7,1/3/20,1/9/20,1/9/20,18,24,50,55,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143213,1/2/19,ANTUNES,4.7,9.25,43.475,340,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,2/2,2,NULL,NULL,80918,-1,1/4/19,1/17/19,1/17/19,18,24,174,189,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143220,1/2/19,WELLEX,5.9252,5.9252,35.10799504,127,2,NULL,0,6,0.096,96,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80914,-1,1/3/19,1/9/19,1/9/19,16,24,25,29,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143224,1/3/19,AGILENT TECHNOLOGIES,3.525,2.625,9.253125,206,4,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80910,-1,1/3/19,1/7/19,1/7/19,18,24,1,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143203,1/2/19,LensAR INC,2.5,3.8,9.5,138,2,10,0,6,0.062,62,20,20,3.1,3.1,1/1,1,4.311035654,0.043110357,80908,-1,1/3/19,1/9/19,1/14/19,18,24,5,8,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143203,1/2/19,LensAR INC,2.5,3.8,9.5,138,2,10,0,6,0.062,62,20,20,3.1,3.1,1/1,1,4.311035654,0.043110357,80908,-2,8/5/19,8/13/19,8/13/19,12,18,1,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143205,1/2/19,TCS-TRAIN CONTROL SYSTEMS,2,1.815,3.63,64,2,NULL,0,6,0.064,64,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80903,-1,1/2/19,1/7/19,1/10/19,9,12,0,2,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
142708-A,2/22/19,MICRON CORP,4.4213,1.6539,7.31238807,128,4,5,0,6,0.062,62,12,12,0,5.166666667,1/1,1,77.09527069,0.770952707,80844,-1,12/19/18,1/10/19,1/10/19,18,24,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
142708-A,2/22/19,MICRON CORP,4.4213,1.6539,7.31238807,128,4,5,0,6,0.062,62,12,12,0,5.166666667,1/1,1,77.09527069,0.770952707,80844,-2,2/22/19,3/6/19,3/6/19,18,24,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
140971-A,7/8/19,CIRCOM INC,0.92,1.475,1.357,169,2,10,0,6,0.031,31,20,20,1.55,1.55,2/2,2,90.52543165,0.905254317,80231,-1,8/29/18,9/11/18,9/10/18,12,18,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
140971-A,7/8/19,CIRCOM INC,0.92,1.475,1.357,169,2,10,0,6,0.031,31,20,20,1.55,1.55,2/2,2,90.52543165,0.905254317,80231,-2,7/11/19,7/24/19,7/24/19,12,18,1,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
129735-A,5/21/19,IRVINE ELECTRONICS INC,0.544,0.424,0.230656,12,2,0,0,6,0.031,31,0,0,1.55,1.55,2/2,2,NULL,NULL,78093,-1,10/25/17,12/22/17,1/2/18,12,18,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
129735-A,5/21/19,IRVINE ELECTRONICS INC,0.544,0.424,0.230656,12,2,0,0,6,0.031,31,0,0,1.55,1.55,2/2,2,NULL,NULL,78093,-2,6/15/18,7/6/18,7/3/18,12,18,5,6,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
129735-A,5/21/19,IRVINE ELECTRONICS INC,0.544,0.424,0.230656,12,2,0,0,6,0.031,31,0,0,1.55,1.55,2/2,2,NULL,NULL,78093,-3,6/7/19,6/13/19,6/28/19,12,18,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
120625-B,8/13/19,DELTA GROUP ELECT.,5.275,10.8,56.97,844,4,10,0,6,0.093,93,12,12,7.75,7.75,2/2,2,143.4116554,1.434116554,77965,-1,10/10/17,10/17/17,10/17/17,16,18,25,28,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
120625-B,8/13/19,DELTA GROUP ELECT.,5.275,10.8,56.97,844,4,10,0,6,0.093,93,12,12,7.75,7.75,2/2,2,143.4116554,1.434116554,77965,-2,1/2/18,1/10/18,1/10/18,16,18,12,14,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
120625-B,8/13/19,DELTA GROUP ELECT.,5.275,10.8,56.97,844,4,10,0,6,0.093,93,12,12,7.75,7.75,2/2,2,143.4116554,1.434116554,77965,-3,5/16/18,5/24/18,5/24/18,16,18,25,28,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
120625-B,8/13/19,DELTA GROUP ELECT.,5.275,10.8,56.97,844,4,10,0,6,0.093,93,12,12,7.75,7.75,2/2,2,143.4116554,1.434116554,77965,-4,6/25/18,7/9/18,7/9/18,16,18,12,15,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
120625-B,8/13/19,DELTA GROUP ELECT.,5.275,10.8,56.97,844,4,10,0,6,0.093,93,12,12,7.75,7.75,2/2,2,143.4116554,1.434116554,77965,-5,7/20/18,8/10/18,8/10/18,18,24,25,29,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
120625-B,8/13/19,DELTA GROUP ELECT.,5.275,10.8,56.97,844,4,10,0,6,0.093,93,12,12,7.75,7.75,2/2,2,143.4116554,1.434116554,77965,-6,8/22/18,9/5/18,9/5/18,18,24,62,69,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
120625-B,8/13/19,DELTA GROUP ELECT.,5.275,10.8,56.97,844,4,10,0,6,0.093,93,12,12,7.75,7.75,2/2,2,143.4116554,1.434116554,77965,-7,1/2/19,1/2/19,1/7/19,18,24,1,0,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
120625-B,8/13/19,DELTA GROUP ELECT.,5.275,10.8,56.97,844,4,10,0,6,0.093,93,12,12,7.75,7.75,2/2,2,143.4116554,1.434116554,77965,-8,1/15/19,1/29/19,1/30/19,18,24,6,7,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
120625-B,8/13/19,DELTA GROUP ELECT.,5.275,10.8,56.97,844,4,10,0,6,0.093,93,12,12,7.75,7.75,2/2,2,143.4116554,1.434116554,77965,-9,6/3/19,7/9/19,7/9/19,18,24,25,28,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
120625-B,8/13/19,DELTA GROUP ELECT.,5.275,10.8,56.97,844,4,10,0,6,0.093,93,12,12,7.75,7.75,2/2,2,143.4116554,1.434116554,77965,-10,6/3/19,7/30/19,8/5/19,18,24,25,28,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
133341-A,6/25/19,"RelComm Technologies, Inc",1.12,1.12,1.2544,9,1,10,0,6,0.062,62,12,12,5.166666667,5.166666667,1/0,1,0.017358254,0.000173583,77910,-1,10/3/17,10/10/17,10/11/17,18,24,4,4,0,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
133341-A,6/25/19,"RelComm Technologies, Inc",1.12,1.12,1.2544,9,1,10,0,6,0.062,62,12,12,5.166666667,5.166666667,1/0,1,0.017358254,0.000173583,77910,-2,5/3/18,5/11/18,5/17/18,18,24,1,2,0,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
133341-A,6/25/19,"RelComm Technologies, Inc",1.12,1.12,1.2544,9,1,10,0,6,0.062,62,12,12,5.166666667,5.166666667,1/0,1,0.017358254,0.000173583,77910,-3,9/14/18,9/25/18,9/28/18,18,24,2,3,0,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
133341-A,6/25/19,"RelComm Technologies, Inc",1.12,1.12,1.2544,9,1,10,0,6,0.062,62,12,12,5.166666667,5.166666667,1/0,1,0.017358254,0.000173583,77910,-4,6/27/19,7/8/19,7/12/19,18,24,2,4,0,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
125282-A,4/29/19,DELTA GROUP ELECT.,1.8,3.9,7.02,78,2,10,0,6,0.062,62,20,20,3.1,3.1,1/1,1,1.863799283,0.018637993,75468,-1,11/1/16,11/8/16,11/9/16,18,21,10,12,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
125282-A,4/29/19,DELTA GROUP ELECT.,1.8,3.9,7.02,78,2,10,0,6,0.062,62,20,20,3.1,3.1,1/1,1,1.863799283,0.018637993,75468,-2,10/23/17,10/31/17,10/31/17,18,21,5,7,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
125282-A,4/29/19,DELTA GROUP ELECT.,1.8,3.9,7.02,78,2,10,0,6,0.062,62,20,20,3.1,3.1,1/1,1,1.863799283,0.018637993,75468,-3,1/9/19,1/18/19,1/21/19,18,24,13,15,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
125282-A,4/29/19,DELTA GROUP ELECT.,1.8,3.9,7.02,78,2,10,0,6,0.062,62,20,20,3.1,3.1,1/1,1,1.863799283,0.018637993,75468,-4,4/30/19,5/8/19,5/13/19,18,24,9,12,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
148417,9/27/19,"RelComm Technologies, Inc",1.12,1.12,1.2544,30,2,8,0,6,0.062,62,12,12,5.166666667,5.166666667,2/2,2,1.928694865,0.019286949,75253,-1,9/28/16,10/7/16,10/11/16,14,18,5,6,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148417,9/27/19,"RelComm Technologies, Inc",1.12,1.12,1.2544,30,2,8,0,6,0.062,62,12,12,5.166666667,5.166666667,2/2,2,1.928694865,0.019286949,75253,-2,8/7/17,8/16/17,8/22/17,14,18,5,6,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148417,9/27/19,"RelComm Technologies, Inc",1.12,1.12,1.2544,30,2,8,0,6,0.062,62,12,12,5.166666667,5.166666667,2/2,2,1.928694865,0.019286949,75253,-3,11/27/17,12/5/17,12/6/17,14,18,9,11,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148417,9/27/19,"RelComm Technologies, Inc",1.12,1.12,1.2544,30,2,8,0,6,0.062,62,12,12,5.166666667,5.166666667,2/2,2,1.928694865,0.019286949,75253,-4,2/14/19,2/21/19,2/22/19,14,18,5,6,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148417,9/27/19,"RelComm Technologies, Inc",1.12,1.12,1.2544,30,2,8,0,6,0.062,62,12,12,5.166666667,5.166666667,2/2,2,1.928694865,0.019286949,75253,-5,9/30/19,10/11/19,10/15/19,14,18,5,6,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
122914-A,7/31/19,TOTAL FIRE SYSTEMS,4.75,8.9,42.275,314,4,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,40.1247846,0.401247846,74815,-1,8/1/16,8/11/16,8/10/16,18,24,8,11,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
122914-A,7/31/19,TOTAL FIRE SYSTEMS,4.75,8.9,42.275,314,4,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,40.1247846,0.401247846,74815,-2,12/16/16,12/23/16,12/23/16,18,24,8,10,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
122914-A,7/31/19,TOTAL FIRE SYSTEMS,4.75,8.9,42.275,314,4,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,40.1247846,0.401247846,74815,-3,4/12/17,4/19/17,4/21/17,18,24,8,10,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
122914-A,7/31/19,TOTAL FIRE SYSTEMS,4.75,8.9,42.275,314,4,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,40.1247846,0.401247846,74815,-4,8/14/17,8/22/17,8/22/17,18,24,8,10,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
122914-A,7/31/19,TOTAL FIRE SYSTEMS,4.75,8.9,42.275,314,4,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,40.1247846,0.401247846,74815,-5,11/17/17,11/28/17,11/30/17,18,24,8,10,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
122914-A,7/31/19,TOTAL FIRE SYSTEMS,4.75,8.9,42.275,314,4,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,40.1247846,0.401247846,74815,-6,2/1/18,2/9/18,2/9/18,18,24,17,19,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
122914-A,7/31/19,TOTAL FIRE SYSTEMS,4.75,8.9,42.275,314,4,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,40.1247846,0.401247846,74815,-7,4/27/18,5/9/18,5/9/18,18,24,17,19,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
122914-A,7/31/19,TOTAL FIRE SYSTEMS,4.75,8.9,42.275,314,4,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,40.1247846,0.401247846,74815,-8,3/12/19,3/25/19,3/25/19,18,24,15,20,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
122914-A,7/31/19,TOTAL FIRE SYSTEMS,4.75,8.9,42.275,314,4,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,40.1247846,0.401247846,74815,-9,6/20/19,7/2/19,7/3/19,18,24,17,19,4,FR-TG180            ,00:00.0,NULL,19-054         ,RMA                 ,523
122914-A,7/31/19,TOTAL FIRE SYSTEMS,4.75,8.9,42.275,314,4,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,40.1247846,0.401247846,74815,-10,8/5/19,8/8/19,8/9/19,18,24,4,6,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
116143-A,6/6/19,TREK/AE Inc,5,2.54,12.7,177,2,20,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,2.652527305,0.026525273,71856,-1,5/4/15,5/6/15,5/6/15,9,12,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
116143-A,6/6/19,TREK/AE Inc,5,2.54,12.7,177,2,20,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,2.652527305,0.026525273,71856,-2,7/18/18,7/25/18,7/31/18,9,12,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
116143-A,6/6/19,TREK/AE Inc,5,2.54,12.7,177,2,20,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,2.652527305,0.026525273,71856,-3,8/1/18,8/8/18,8/10/18,9,12,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
116143-A,6/6/19,TREK/AE Inc,5,2.54,12.7,177,2,20,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,2.652527305,0.026525273,71856,-4,2/27/19,3/8/19,3/13/19,9,12,1,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
116143-A,6/6/19,TREK/AE Inc,5,2.54,12.7,177,2,20,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,2.652527305,0.026525273,71856,-5,4/22/19,5/1/19,5/2/19,9,12,2,3,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
116143-A,6/6/19,TREK/AE Inc,5,2.54,12.7,177,2,20,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,2.652527305,0.026525273,71856,-6,6/7/19,6/19/19,6/19/19,16,18,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
113342-A,12/5/19,"SILICON INTEGRATION, INC",2.09,1.595,3.33355,66,4,0,0,6,0.062,62,0,0,3.1,3.1,1/1,1,NULL,NULL,70846,-1,12/11/14,12/16/14,12/15/14,18,24,10,12,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
113342-A,12/5/19,"SILICON INTEGRATION, INC",2.09,1.595,3.33355,66,4,0,0,6,0.062,62,0,0,3.1,3.1,1/1,1,NULL,NULL,70846,-2,7/25/17,7/31/17,7/31/17,18,24,10,12,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
113342-A,12/5/19,"SILICON INTEGRATION, INC",2.09,1.595,3.33355,66,4,0,0,6,0.062,62,0,0,3.1,3.1,1/1,1,NULL,NULL,70846,-3,1/17/18,1/22/18,1/22/18,18,24,20,21,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
113342-A,12/5/19,"SILICON INTEGRATION, INC",2.09,1.595,3.33355,66,4,0,0,6,0.062,62,0,0,3.1,3.1,1/1,1,NULL,NULL,70846,-4,1/19/18,1/31/18,1/31/18,18,24,20,23,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
113342-A,12/5/19,"SILICON INTEGRATION, INC",2.09,1.595,3.33355,66,4,0,0,6,0.062,62,0,0,3.1,3.1,1/1,1,NULL,NULL,70846,-5,12/5/19,12/12/19,12/12/19,18,24,20,24,4,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
108106-A,6/10/19,VAL AVIONICS LTD,3.16,8.488,26.82208,360,2,10,0,6,0.062,62,12,12,5.17,5.17,1/1,1,10.38435426,0.103843543,69034,-1,3/18/14,3/25/14,3/26/14,16,21,12,14,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
108106-A,6/10/19,VAL AVIONICS LTD,3.16,8.488,26.82208,360,2,10,0,6,0.062,62,12,12,5.17,5.17,1/1,1,10.38435426,0.103843543,69034,-2,8/30/16,9/2/16,9/2/16,16,21,12,15,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
108106-A,6/10/19,VAL AVIONICS LTD,3.16,8.488,26.82208,360,2,10,0,6,0.062,62,12,12,5.17,5.17,1/1,1,10.38435426,0.103843543,69034,-3,6/18/19,6/26/19,6/25/19,18,24,12,15,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
144790,3/18/19,EIC test,9.21,11.5,105.915,4842,6,6,4,4,0.062,62,12,12,6.89,6.89,1/1,1,24095.40005,240.9540005,68807,-6,9/14/17,3/11/19,9/28/17,18,24,5,5,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
144790,3/18/19,EIC test,9.21,11.5,105.915,4842,6,6,4,4,0.062,62,12,12,6.89,6.89,1/1,1,24095.40005,240.9540005,68807,-7,6/7/18,6/7/18,6/8/18,18,24,30,33,2,FR-4                ,00:00.0,NULL,18-086         ,RMA                 ,0.55
